sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,eta
72.3,72.3,71.9,72.7,72.6,72.3,72.1,72.0,72.0,71.9,71.6,72.3,0.8356545961002786
72.3,71.9,72.7,72.6,72.3,72.1,72.0,72.0,71.9,71.6,72.3,71.8,0.8310249307479224
71.9,72.7,72.6,72.3,72.1,72.0,72.0,71.9,71.6,72.3,71.8,72.2,0.8321775312066575
72.7,72.6,72.3,72.1,72.0,72.0,71.9,71.6,72.3,71.8,72.2,72.1,0.8368200836820083
72.6,72.3,72.1,72.0,72.0,71.9,71.6,72.3,71.8,72.2,72.1,71.7,0.8344923504867872
72.3,72.1,72.0,72.0,71.9,71.6,72.3,71.8,72.2,72.1,71.7,71.9,0.8356545961002786
72.1,72.0,72.0,71.9,71.6,72.3,71.8,72.2,72.1,71.7,71.9,71.8,0.8321775312066575
72.0,72.0,71.9,71.6,72.3,71.8,72.2,72.1,71.7,71.9,71.8,72.1,0.8253094910591472
72.0,71.9,71.6,72.3,71.8,72.2,72.1,71.7,71.9,71.8,72.1,72.7,0.8264462809917356
71.9,71.6,72.3,71.8,72.2,72.1,71.7,71.9,71.8,72.1,72.7,72.6,0.8310249307479224
71.6,72.3,71.8,72.2,72.1,71.7,71.9,71.8,72.1,72.7,72.6,72.2,0.8230452674897119
72.3,71.8,72.2,72.1,71.7,71.9,71.8,72.1,72.7,72.6,72.2,72.9,0.8368200836820083
71.8,72.2,72.1,71.7,71.9,71.8,72.1,72.7,72.6,72.2,72.9,71.7,0.8310249307479224
72.2,72.1,71.7,71.9,71.8,72.1,72.7,72.6,72.2,72.9,71.7,72.2,0.841514726507714
72.1,71.7,71.9,71.8,72.1,72.7,72.6,72.2,72.9,71.7,72.2,71.3,0.8321775312066575
71.7,71.9,71.8,72.1,72.7,72.6,72.2,72.9,71.7,72.2,71.3,72.1,0.8310249307479224
71.9,71.8,72.1,72.7,72.6,72.2,72.9,71.7,72.2,71.3,72.1,72.2,0.8333333333333333
71.8,72.1,72.7,72.6,72.2,72.9,71.7,72.2,71.3,72.1,72.2,72.0,0.8275862068965517
72.1,72.7,72.6,72.2,72.9,71.7,72.2,71.3,72.1,72.2,72.0,72.5,0.8379888268156425
72.7,72.6,72.2,72.9,71.7,72.2,71.3,72.1,72.2,72.0,72.5,71.6,0.8391608391608392
72.6,72.2,72.9,71.7,72.2,71.3,72.1,72.2,72.0,72.5,71.6,71.5,0.8356545961002786
72.2,72.9,71.7,72.2,71.3,72.1,72.2,72.0,72.5,71.6,71.5,71.8,0.8321775312066575
72.9,71.7,72.2,71.3,72.1,72.2,72.0,72.5,71.6,71.5,71.8,72.1,0.8426966292134831
71.7,72.2,71.3,72.1,72.2,72.0,72.5,71.6,71.5,71.8,72.1,71.2,0.8356545961002786
72.2,71.3,72.1,72.2,72.0,72.5,71.6,71.5,71.8,72.1,71.2,71.8,0.8321775312066575
71.3,72.1,72.2,72.0,72.5,71.6,71.5,71.8,72.1,71.2,71.8,72.1,0.8356545961002786
72.1,72.2,72.0,72.5,71.6,71.5,71.8,72.1,71.2,71.8,72.1,71.8,0.8426966292134831
72.2,72.0,72.5,71.6,71.5,71.8,72.1,71.2,71.8,72.1,71.8,71.2,0.8321775312066575
72.0,72.5,71.6,71.5,71.8,72.1,71.2,71.8,72.1,71.8,71.2,72.1,0.8344923504867872
72.5,71.6,71.5,71.8,72.1,71.2,71.8,72.1,71.8,71.2,72.1,71.9,0.8310249307479224
71.6,71.5,71.8,72.1,71.2,71.8,72.1,71.8,71.2,72.1,71.9,72.2,0.8356545961002786
71.5,71.8,72.1,71.2,71.8,72.1,71.8,71.2,72.1,71.9,72.2,71.8,0.8333333333333333
71.8,72.1,71.2,71.8,72.1,71.8,71.2,72.1,71.9,72.2,71.8,72.0,0.8368200836820083
72.1,71.2,71.8,72.1,71.8,71.2,72.1,71.9,72.2,71.8,72.0,71.7,0.8391608391608392
71.2,71.8,72.1,71.8,71.2,72.1,71.9,72.2,71.8,72.0,71.7,71.5,0.8462623413258109
71.8,72.1,71.8,71.2,72.1,71.9,72.2,71.8,72.0,71.7,71.5,70.9,0.8391608391608392
72.1,71.8,71.2,72.1,71.9,72.2,71.8,72.0,71.7,71.5,70.9,71.5,0.8391608391608392
71.8,71.2,72.1,71.9,72.2,71.8,72.0,71.7,71.5,70.9,71.5,71.5,0.8426966292134831
71.2,72.1,71.9,72.2,71.8,72.0,71.7,71.5,70.9,71.5,71.5,71.2,0.8438818565400844
72.1,71.9,72.2,71.8,72.0,71.7,71.5,70.9,71.5,71.5,71.2,71.1,0.8438818565400844
71.9,72.2,71.8,72.0,71.7,71.5,70.9,71.5,71.5,71.2,71.1,71.1,0.8391608391608392
72.2,71.8,72.0,71.7,71.5,70.9,71.5,71.5,71.2,71.1,71.1,71.5,0.8438818565400844
71.8,72.0,71.7,71.5,70.9,71.5,71.5,71.2,71.1,71.1,71.5,71.1,0.8450704225352113
72.0,71.7,71.5,70.9,71.5,71.5,71.2,71.1,71.1,71.5,71.1,71.0,0.8462623413258109
71.7,71.5,70.9,71.5,71.5,71.2,71.1,71.1,71.5,71.1,71.0,70.9,0.8391608391608392
71.5,70.9,71.5,71.5,71.2,71.1,71.1,71.5,71.1,71.0,70.9,71.5,0.841514726507714
70.9,71.5,71.5,71.2,71.1,71.1,71.5,71.1,71.0,70.9,71.5,71.3,0.8391608391608392
71.5,71.5,71.2,71.1,71.1,71.5,71.1,71.0,70.9,71.5,71.3,71.5,0.8438818565400844
71.5,71.2,71.1,71.1,71.5,71.1,71.0,70.9,71.5,71.3,71.5,71.1,0.8462623413258109
71.2,71.1,71.1,71.5,71.1,71.0,70.9,71.5,71.3,71.5,71.1,70.9,0.841514726507714
71.1,71.1,71.5,71.1,71.0,70.9,71.5,71.3,71.5,71.1,70.9,71.3,0.8486562942008486
71.1,71.5,71.1,71.0,70.9,71.5,71.3,71.5,71.1,70.9,71.3,70.7,0.8379888268156425
71.5,71.1,71.0,70.9,71.5,71.3,71.5,71.1,70.9,71.3,70.7,71.6,0.8344923504867872
71.1,71.0,70.9,71.5,71.3,71.5,71.1,70.9,71.3,70.7,71.6,71.9,0.8391608391608392
71.0,70.9,71.5,71.3,71.5,71.1,70.9,71.3,70.7,71.6,71.9,71.5,0.8391608391608392
70.9,71.5,71.3,71.5,71.1,70.9,71.3,70.7,71.6,71.9,71.5,71.5,0.8450704225352113
71.5,71.3,71.5,71.1,70.9,71.3,70.7,71.6,71.9,71.5,71.5,71.0,0.8438818565400844
71.3,71.5,71.1,70.9,71.3,70.7,71.6,71.9,71.5,71.5,71.0,71.1,0.8462623413258109
71.5,71.1,70.9,71.3,70.7,71.6,71.9,71.5,71.5,71.0,71.1,70.9,0.8462623413258109
71.1,70.9,71.3,70.7,71.6,71.9,71.5,71.5,71.0,71.1,70.9,70.9,0.841514726507714
70.9,71.3,70.7,71.6,71.9,71.5,71.5,71.0,71.1,70.9,70.9,71.3,0.847457627118644
71.3,70.7,71.6,71.9,71.5,71.5,71.0,71.1,70.9,70.9,71.3,70.8,0.847457627118644
70.7,71.6,71.9,71.5,71.5,71.0,71.1,70.9,70.9,71.3,70.8,70.8,0.8403361344537814
71.6,71.9,71.5,71.5,71.0,71.1,70.9,70.9,71.3,70.8,70.8,71.4,0.8450704225352113
71.9,71.5,71.5,71.0,71.1,70.9,70.9,71.3,70.8,70.8,71.4,71.0,0.8368200836820083
71.5,71.5,71.0,71.1,70.9,70.9,71.3,70.8,70.8,71.4,71.0,71.7,0.8438818565400844
71.5,71.0,71.1,70.9,70.9,71.3,70.8,70.8,71.4,71.0,71.7,71.1,0.8403361344537814
71.0,71.1,70.9,70.9,71.3,70.8,70.8,71.4,71.0,71.7,71.1,71.4,0.8486562942008486
71.1,70.9,70.9,71.3,70.8,70.8,71.4,71.0,71.7,71.1,71.4,70.7,0.841514726507714
70.9,70.9,71.3,70.8,70.8,71.4,71.0,71.7,71.1,71.4,70.7,71.3,0.84985835694051
70.9,71.3,70.8,70.8,71.4,71.0,71.7,71.1,71.4,70.7,71.3,70.6,0.851063829787234
71.3,70.8,70.8,71.4,71.0,71.7,71.1,71.4,70.7,71.3,70.6,70.5,0.841514726507714
70.8,70.8,71.4,71.0,71.7,71.1,71.4,70.7,71.3,70.6,70.5,71.3,0.8438818565400844
70.8,71.4,71.0,71.7,71.1,71.4,70.7,71.3,70.6,70.5,71.3,71.1,0.847457627118644
71.4,71.0,71.7,71.1,71.4,70.7,71.3,70.6,70.5,71.3,71.1,70.8,0.841514726507714
71.0,71.7,71.1,71.4,70.7,71.3,70.6,70.5,71.3,71.1,70.8,71.3,0.8403361344537814
71.7,71.1,71.4,70.7,71.3,70.6,70.5,71.3,71.1,70.8,71.3,71.4,0.8438818565400844
71.1,71.4,70.7,71.3,70.6,70.5,71.3,71.1,70.8,71.3,71.4,71.1,0.8426966292134831
71.4,70.7,71.3,70.6,70.5,71.3,71.1,70.8,71.3,71.4,71.1,71.2,0.8450704225352113
70.7,71.3,70.6,70.5,71.3,71.1,70.8,71.3,71.4,71.1,71.2,71.0,0.8379888268156425
71.3,70.6,70.5,71.3,71.1,70.8,71.3,71.4,71.1,71.2,71.0,71.6,0.8368200836820083
70.6,70.5,71.3,71.1,70.8,71.3,71.4,71.1,71.2,71.0,71.6,71.7,0.8310249307479224
70.5,71.3,71.1,70.8,71.3,71.4,71.1,71.2,71.0,71.6,71.7,72.2,0.841514726507714
71.3,71.1,70.8,71.3,71.4,71.1,71.2,71.0,71.6,71.7,72.2,71.3,0.8310249307479224
71.1,70.8,71.3,71.4,71.1,71.2,71.0,71.6,71.7,72.2,71.3,72.2,0.8253094910591472
70.8,71.3,71.4,71.1,71.2,71.0,71.6,71.7,72.2,71.3,72.2,72.7,0.8264462809917356
71.3,71.4,71.1,71.2,71.0,71.6,71.7,72.2,71.3,72.2,72.7,72.6,0.8241758241758241
71.4,71.1,71.2,71.0,71.6,71.7,72.2,71.3,72.2,72.7,72.6,72.8,0.8174386920980925
71.1,71.2,71.0,71.6,71.7,72.2,71.3,72.2,72.7,72.6,72.8,73.4,0.821917808219178
71.2,71.0,71.6,71.7,72.2,71.3,72.2,72.7,72.6,72.8,73.4,73.0,0.8185538881309686
71.0,71.6,71.7,72.2,71.3,72.2,72.7,72.6,72.8,73.4,73.0,73.3,0.8141112618724559
71.6,71.7,72.2,71.3,72.2,72.7,72.6,72.8,73.4,73.0,73.3,73.7,0.8163265306122449
71.7,72.2,71.3,72.2,72.7,72.6,72.8,73.4,73.0,73.3,73.7,73.5,0.821917808219178
72.2,71.3,72.2,72.7,72.6,72.8,73.4,73.0,73.3,73.7,73.5,73.0,0.7978723404255319
71.3,72.2,72.7,72.6,72.8,73.4,73.0,73.3,73.7,73.5,73.0,75.2,0.7874015748031495
72.2,72.7,72.6,72.8,73.4,73.0,73.3,73.7,73.5,73.0,75.2,76.2,0.7884362680683312
72.7,72.6,72.8,73.4,73.0,73.3,73.7,73.5,73.0,75.2,76.2,76.1,0.7936507936507937
72.6,72.8,73.4,73.0,73.3,73.7,73.5,73.0,75.2,76.2,76.1,75.6,0.7957559681697612
72.8,73.4,73.0,73.3,73.7,73.5,73.0,75.2,76.2,76.1,75.6,75.4,0.819672131147541
73.4,73.0,73.3,73.7,73.5,73.0,75.2,76.2,76.1,75.6,75.4,73.2,0.8264462809917356
73.0,73.3,73.7,73.5,73.0,75.2,76.2,76.1,75.6,75.4,73.2,72.6,0.8450704225352113
73.3,73.7,73.5,73.0,75.2,76.2,76.1,75.6,75.4,73.2,72.6,71.0,0.8438818565400844
73.7,73.5,73.0,75.2,76.2,76.1,75.6,75.4,73.2,72.6,71.0,71.1,0.8368200836820083
73.5,73.0,75.2,76.2,76.1,75.6,75.4,73.2,72.6,71.0,71.1,71.7,0.8403361344537814
73.0,75.2,76.2,76.1,75.6,75.4,73.2,72.6,71.0,71.1,71.7,71.4,0.8403361344537814
75.2,76.2,76.1,75.6,75.4,73.2,72.6,71.0,71.1,71.7,71.4,71.4,0.8955223880597015
76.2,76.1,75.6,75.4,73.2,72.6,71.0,71.1,71.7,71.4,71.4,67.0,0.9244992295839752
76.1,75.6,75.4,73.2,72.6,71.0,71.1,71.7,71.4,71.4,67.0,64.9,0.9244992295839752
75.6,75.4,73.2,72.6,71.0,71.1,71.7,71.4,71.4,67.0,64.9,64.9,0.9273570324574961
75.4,73.2,72.6,71.0,71.1,71.7,71.4,71.4,67.0,64.9,64.9,64.7,0.93603744149766
73.2,72.6,71.0,71.1,71.7,71.4,71.4,67.0,64.9,64.9,64.7,64.1,0.9569377990430621
72.6,71.0,71.1,71.7,71.4,71.4,67.0,64.9,64.9,64.7,64.1,62.7,0.9630818619582666
71.0,71.1,71.7,71.4,71.4,67.0,64.9,64.9,64.7,64.1,62.7,62.3,0.9740259740259739
71.1,71.7,71.4,71.4,67.0,64.9,64.9,64.7,64.1,62.7,62.3,61.6,0.9933774834437087
71.7,71.4,71.4,67.0,64.9,64.9,64.7,64.1,62.7,62.3,61.6,60.4,1.0118043844856661
71.4,71.4,67.0,64.9,64.9,64.7,64.1,62.7,62.3,61.6,60.4,59.3,1.0309278350515463
71.4,67.0,64.9,64.9,64.7,64.1,62.7,62.3,61.6,60.4,59.3,58.2,1.0471204188481675
67.0,64.9,64.9,64.7,64.1,62.7,62.3,61.6,60.4,59.3,58.2,57.3,1.0563380281690142
64.9,64.9,64.7,64.1,62.7,62.3,61.6,60.4,59.3,58.2,57.3,56.8,1.0416666666666667
64.9,64.7,64.1,62.7,62.3,61.6,60.4,59.3,58.2,57.3,56.8,57.6,1.0362694300518134
64.7,64.1,62.7,62.3,61.6,60.4,59.3,58.2,57.3,56.8,57.6,57.9,1.0362694300518134
64.1,62.7,62.3,61.6,60.4,59.3,58.2,57.3,56.8,57.6,57.9,57.9,1.0327022375215145
62.7,62.3,61.6,60.4,59.3,58.2,57.3,56.8,57.6,57.9,57.9,58.1,1.0221465076660987
62.3,61.6,60.4,59.3,58.2,57.3,56.8,57.6,57.9,57.9,58.1,58.7,1.0526315789473684
61.6,60.4,59.3,58.2,57.3,56.8,57.6,57.9,57.9,58.1,58.7,57.0,1.0695187165775402
60.4,59.3,58.2,57.3,56.8,57.6,57.9,57.9,58.1,58.7,57.0,56.1,1.0398613518197573
59.3,58.2,57.3,56.8,57.6,57.9,57.9,58.1,58.7,57.0,56.1,57.7,1.0362694300518134
58.2,57.3,56.8,57.6,57.9,57.9,58.1,58.7,57.0,56.1,57.7,57.9,1.0582010582010581
57.3,56.8,57.6,57.9,57.9,58.1,58.7,57.0,56.1,57.7,57.9,56.7,1.0544815465729351
56.8,57.6,57.9,57.9,58.1,58.7,57.0,56.1,57.7,57.9,56.7,56.9,1.0489510489510487
57.6,57.9,57.9,58.1,58.7,57.0,56.1,57.7,57.9,56.7,56.9,57.2,1.0600706713780919
57.9,57.9,58.1,58.7,57.0,56.1,57.7,57.9,56.7,56.9,57.2,56.6,1.0452961672473866
57.9,58.1,58.7,57.0,56.1,57.7,57.9,56.7,56.9,57.2,56.6,57.4,1.0398613518197573
58.1,58.7,57.0,56.1,57.7,57.9,56.7,56.9,57.2,56.6,57.4,57.7,1.0582010582010581
58.7,57.0,56.1,57.7,57.9,56.7,56.9,57.2,56.6,57.4,57.7,56.7,1.0619469026548671
57.0,56.1,57.7,57.9,56.7,56.9,57.2,56.6,57.4,57.7,56.7,56.5,1.0291595197255574
56.1,57.7,57.9,56.7,56.9,57.2,56.6,57.4,57.7,56.7,56.5,58.3,1.0204081632653061
57.7,57.9,56.7,56.9,57.2,56.6,57.4,57.7,56.7,56.5,58.3,58.8,1.0204081632653061
57.9,56.7,56.9,57.2,56.6,57.4,57.7,56.7,56.5,58.3,58.8,58.8,1.0619469026548671
56.7,56.9,57.2,56.6,57.4,57.7,56.7,56.5,58.3,58.8,58.8,56.5,1.0600706713780919
56.9,57.2,56.6,57.4,57.7,56.7,56.5,58.3,58.8,58.8,56.5,56.6,1.0380622837370244
57.2,56.6,57.4,57.7,56.7,56.5,58.3,58.8,58.8,56.5,56.6,57.8,0.9933774834437087
56.6,57.4,57.7,56.7,56.5,58.3,58.8,58.8,56.5,56.6,57.8,60.4,0.9803921568627452
57.4,57.7,56.7,56.5,58.3,58.8,58.8,56.5,56.6,57.8,60.4,61.2,1.0169491525423728
57.7,56.7,56.5,58.3,58.8,58.8,56.5,56.6,57.8,60.4,61.2,59.0,1.0398613518197573
56.7,56.5,58.3,58.8,58.8,56.5,56.6,57.8,60.4,61.2,59.0,57.7,1.0033444816053512
56.5,58.3,58.8,58.8,56.5,56.6,57.8,60.4,61.2,59.0,57.7,59.8,0.9836065573770493
58.3,58.8,58.8,56.5,56.6,57.8,60.4,61.2,59.0,57.7,59.8,61.0,0.9771986970684039
58.8,58.8,56.5,56.6,57.8,60.4,61.2,59.0,57.7,59.8,61.0,61.4,0.9693053311793215
58.8,56.5,56.6,57.8,60.4,61.2,59.0,57.7,59.8,61.0,61.4,61.9,0.9868421052631579
56.5,56.6,57.8,60.4,61.2,59.0,57.7,59.8,61.0,61.4,61.9,60.8,0.9708737864077671
56.6,57.8,60.4,61.2,59.0,57.7,59.8,61.0,61.4,61.9,60.8,61.8,0.966183574879227
57.8,60.4,61.2,59.0,57.7,59.8,61.0,61.4,61.9,60.8,61.8,62.1,0.946372239747634
60.4,61.2,59.0,57.7,59.8,61.0,61.4,61.9,60.8,61.8,62.1,63.4,0.93603744149766
61.2,59.0,57.7,59.8,61.0,61.4,61.9,60.8,61.8,62.1,63.4,64.1,0.9419152276295133
59.0,57.7,59.8,61.0,61.4,61.9,60.8,61.8,62.1,63.4,64.1,63.7,0.916030534351145
57.7,59.8,61.0,61.4,61.9,60.8,61.8,62.1,63.4,64.1,63.7,65.5,0.9244992295839752
59.8,61.0,61.4,61.9,60.8,61.8,62.1,63.4,64.1,63.7,65.5,64.9,0.9244992295839752
61.0,61.4,61.9,60.8,61.8,62.1,63.4,64.1,63.7,65.5,64.9,64.9,0.91324200913242
61.4,61.9,60.8,61.8,62.1,63.4,64.1,63.7,65.5,64.9,64.9,65.7,0.8968609865470851
61.9,60.8,61.8,62.1,63.4,64.1,63.7,65.5,64.9,64.9,65.7,66.9,0.8823529411764706
60.8,61.8,62.1,63.4,64.1,63.7,65.5,64.9,64.9,65.7,66.9,68.0,0.890207715133531
61.8,62.1,63.4,64.1,63.7,65.5,64.9,64.9,65.7,66.9,68.0,67.4,0.8915304606240714
62.1,63.4,64.1,63.7,65.5,64.9,64.9,65.7,66.9,68.0,67.4,67.3,0.890207715133531
63.4,64.1,63.7,65.5,64.9,64.9,65.7,66.9,68.0,67.4,67.3,67.4,0.881057268722467
64.1,63.7,65.5,64.9,64.9,65.7,66.9,68.0,67.4,67.3,67.4,68.1,0.881057268722467
63.7,65.5,64.9,64.9,65.7,66.9,68.0,67.4,67.3,67.4,68.1,68.1,0.8733624454148472
65.5,64.9,64.9,65.7,66.9,68.0,67.4,67.3,67.4,68.1,68.1,68.7,0.8571428571428571
64.9,64.9,65.7,66.9,68.0,67.4,67.3,67.4,68.1,68.1,68.7,70.0,0.8547008547008548
64.9,65.7,66.9,68.0,67.4,67.3,67.4,68.1,68.1,68.7,70.0,70.2,0.8522727272727273
65.7,66.9,68.0,67.4,67.3,67.4,68.1,68.1,68.7,70.0,70.2,70.4,0.8559201141226819
66.9,68.0,67.4,67.3,67.4,68.1,68.1,68.7,70.0,70.2,70.4,70.1,0.8645533141210374
68.0,67.4,67.3,67.4,68.1,68.1,68.7,70.0,70.2,70.4,70.1,69.4,0.8695652173913043
67.4,67.3,67.4,68.1,68.1,68.7,70.0,70.2,70.4,70.1,69.4,69.0,0.8823529411764706
67.3,67.4,68.1,68.1,68.7,70.0,70.2,70.4,70.1,69.4,69.0,68.0,0.8797653958944281
67.4,68.1,68.1,68.7,70.0,70.2,70.4,70.1,69.4,69.0,68.0,68.2,0.872093023255814
68.1,68.1,68.7,70.0,70.2,70.4,70.1,69.4,69.0,68.0,68.2,68.8,0.8708272859216255
68.1,68.7,70.0,70.2,70.4,70.1,69.4,69.0,68.0,68.2,68.8,68.9,0.8683068017366137
68.7,70.0,70.2,70.4,70.1,69.4,69.0,68.0,68.2,68.8,68.9,69.1,0.8595988538681949
70.0,70.2,70.4,70.1,69.4,69.0,68.0,68.2,68.8,68.9,69.1,69.8,0.8547008547008548
70.2,70.4,70.1,69.4,69.0,68.0,68.2,68.8,68.9,69.1,69.8,70.2,0.8571428571428571
70.4,70.1,69.4,69.0,68.0,68.2,68.8,68.9,69.1,69.8,70.2,70.0,0.8559201141226819
70.1,69.4,69.0,68.0,68.2,68.8,68.9,69.1,69.8,70.2,70.0,70.1,0.8645533141210374
69.4,69.0,68.0,68.2,68.8,68.9,69.1,69.8,70.2,70.0,70.1,69.4,0.860832137733142
69.0,68.0,68.2,68.8,68.9,69.1,69.8,70.2,70.0,70.1,69.4,69.7,0.8583690987124463
68.0,68.2,68.8,68.9,69.1,69.8,70.2,70.0,70.1,69.4,69.7,69.9,0.8534850640113798
68.2,68.8,68.9,69.1,69.8,70.2,70.0,70.1,69.4,69.7,69.9,70.3,0.8695652173913043
68.8,68.9,69.1,69.8,70.2,70.0,70.1,69.4,69.7,69.9,70.3,69.0,0.875912408759124
68.9,69.1,69.8,70.2,70.0,70.1,69.4,69.7,69.9,70.3,69.0,68.5,0.8620689655172414
69.1,69.8,70.2,70.0,70.1,69.4,69.7,69.9,70.3,69.0,68.5,69.6,0.872093023255814
69.8,70.2,70.0,70.1,69.4,69.7,69.9,70.3,69.0,68.5,69.6,68.8,0.8583690987124463
70.2,70.0,70.1,69.4,69.7,69.9,70.3,69.0,68.5,69.6,68.8,69.9,0.8595988538681949
70.0,70.1,69.4,69.7,69.9,70.3,69.0,68.5,69.6,68.8,69.9,69.8,0.8571428571428571
70.1,69.4,69.7,69.9,70.3,69.0,68.5,69.6,68.8,69.9,69.8,70.0,0.8645533141210374
69.4,69.7,69.9,70.3,69.0,68.5,69.6,68.8,69.9,69.8,70.0,69.4,0.8733624454148472
69.7,69.9,70.3,69.0,68.5,69.6,68.8,69.9,69.8,70.0,69.4,68.7,0.875912408759124
69.9,70.3,69.0,68.5,69.6,68.8,69.9,69.8,70.0,69.4,68.7,68.5,0.8849557522123894
70.3,69.0,68.5,69.6,68.8,69.9,69.8,70.0,69.4,68.7,68.5,67.8,0.888888888888889
69.0,68.5,69.6,68.8,69.9,69.8,70.0,69.4,68.7,68.5,67.8,67.5,0.8836524300441825
68.5,69.6,68.8,69.9,69.8,70.0,69.4,68.7,68.5,67.8,67.5,67.9,0.8797653958944281
69.6,68.8,69.9,69.8,70.0,69.4,68.7,68.5,67.8,67.5,67.9,68.2,0.8658008658008658
68.8,69.9,69.8,70.0,69.4,68.7,68.5,67.8,67.5,67.9,68.2,69.3,0.8595988538681949
69.9,69.8,70.0,69.4,68.7,68.5,67.8,67.5,67.9,68.2,69.3,69.8,0.860832137733142
69.8,70.0,69.4,68.7,68.5,67.8,67.5,67.9,68.2,69.3,69.8,69.7,0.8595988538681949
70.0,69.4,68.7,68.5,67.8,67.5,67.9,68.2,69.3,69.8,69.7,69.8,0.8391608391608392
69.4,68.7,68.5,67.8,67.5,67.9,68.2,69.3,69.8,69.7,69.8,71.5,0.8426966292134831
68.7,68.5,67.8,67.5,67.9,68.2,69.3,69.8,69.7,69.8,71.5,71.2,0.841514726507714
68.5,67.8,67.5,67.9,68.2,69.3,69.8,69.7,69.8,71.5,71.2,71.3,0.8450704225352113
67.8,67.5,67.9,68.2,69.3,69.8,69.7,69.8,71.5,71.2,71.3,71.0,0.8368200836820083
67.5,67.9,68.2,69.3,69.8,69.7,69.8,71.5,71.2,71.3,71.0,71.7,0.8333333333333333
67.9,68.2,69.3,69.8,69.7,69.8,71.5,71.2,71.3,71.0,71.7,72.0,0.8379888268156425
68.2,69.3,69.8,69.7,69.8,71.5,71.2,71.3,71.0,71.7,72.0,71.6,0.8368200836820083
69.3,69.8,69.7,69.8,71.5,71.2,71.3,71.0,71.7,72.0,71.6,71.7,0.8403361344537814
69.8,69.7,69.8,71.5,71.2,71.3,71.0,71.7,72.0,71.6,71.7,71.4,0.841514726507714
69.7,69.8,71.5,71.2,71.3,71.0,71.7,72.0,71.6,71.7,71.4,71.3,0.8486562942008486
69.8,71.5,71.2,71.3,71.0,71.7,72.0,71.6,71.7,71.4,71.3,70.7,0.8462623413258109
71.5,71.2,71.3,71.0,71.7,72.0,71.6,71.7,71.4,71.3,70.7,70.9,0.8438818565400844
71.2,71.3,71.0,71.7,72.0,71.6,71.7,71.4,71.3,70.7,70.9,71.1,0.8438818565400844
71.3,71.0,71.7,72.0,71.6,71.7,71.4,71.3,70.7,70.9,71.1,71.1,0.8486562942008486
71.0,71.7,72.0,71.6,71.7,71.4,71.3,70.7,70.9,71.1,71.1,70.7,0.8368200836820083
71.7,72.0,71.6,71.7,71.4,71.3,70.7,70.9,71.1,71.1,70.7,71.7,0.8368200836820083
72.0,71.6,71.7,71.4,71.3,70.7,70.9,71.1,71.1,70.7,71.7,71.7,0.8356545961002786
71.6,71.7,71.4,71.3,70.7,70.9,71.1,71.1,70.7,71.7,71.7,71.8,0.8310249307479224
71.7,71.4,71.3,70.7,70.9,71.1,71.1,70.7,71.7,71.7,71.8,72.2,0.8391608391608392
71.4,71.3,70.7,70.9,71.1,71.1,70.7,71.7,71.7,71.8,72.2,71.5,0.8287292817679558
71.3,70.7,70.9,71.1,71.1,70.7,71.7,71.7,71.8,72.2,71.5,72.4,0.8368200836820083
70.7,70.9,71.1,71.1,70.7,71.7,71.7,71.8,72.2,71.5,72.4,71.7,0.84985835694051
70.9,71.1,71.1,70.7,71.7,71.7,71.8,72.2,71.5,72.4,71.7,70.6,0.8486562942008486
71.1,71.1,70.7,71.7,71.7,71.8,72.2,71.5,72.4,71.7,70.6,70.7,0.8403361344537814
71.1,70.7,71.7,71.7,71.8,72.2,71.5,72.4,71.7,70.6,70.7,71.4,0.8368200836820083
70.7,71.7,71.7,71.8,72.2,71.5,72.4,71.7,70.6,70.7,71.4,71.7,0.8403361344537814
71.7,71.7,71.8,72.2,71.5,72.4,71.7,70.6,70.7,71.4,71.7,71.4,0.841514726507714
71.7,71.8,72.2,71.5,72.4,71.7,70.6,70.7,71.4,71.7,71.4,71.3,0.8426966292134831
71.8,72.2,71.5,72.4,71.7,70.6,70.7,71.4,71.7,71.4,71.3,71.2,0.8426966292134831
72.2,71.5,72.4,71.7,70.6,70.7,71.4,71.7,71.4,71.3,71.2,71.2,0.8356545961002786
71.5,72.4,71.7,70.6,70.7,71.4,71.7,71.4,71.3,71.2,71.2,71.8,0.841514726507714
72.4,71.7,70.6,70.7,71.4,71.7,71.4,71.3,71.2,71.2,71.8,71.3,0.84985835694051
71.7,70.6,70.7,71.4,71.7,71.4,71.3,71.2,71.2,71.8,71.3,70.6,0.8450704225352113
70.6,70.7,71.4,71.7,71.4,71.3,71.2,71.2,71.8,71.3,70.6,71.0,0.8486562942008486
70.7,71.4,71.7,71.4,71.3,71.2,71.2,71.8,71.3,70.6,71.0,70.7,0.847457627118644
71.4,71.7,71.4,71.3,71.2,71.2,71.8,71.3,70.6,71.0,70.7,70.8,0.8438818565400844
71.7,71.4,71.3,71.2,71.2,71.8,71.3,70.6,71.0,70.7,70.8,71.1,0.8486562942008486
71.4,71.3,71.2,71.2,71.8,71.3,70.6,71.0,70.7,70.8,71.1,70.7,0.851063829787234
71.3,71.2,71.2,71.8,71.3,70.6,71.0,70.7,70.8,71.1,70.7,70.5,0.8571428571428571
71.2,71.2,71.8,71.3,70.6,71.0,70.7,70.8,71.1,70.7,70.5,70.0,0.8534850640113798
